datetime,arduino_millis,voltage
2026-06-23T13:23:16.307242,577437,42
2026-06-23T13:23:16.307302,577438,42
2026-06-23T13:23:16.307369,577439,42
2026-06-23T13:23:16.307441,577440,42
2026-06-23T13:23:16.317190,577441,42
2026-06-23T13:23:16.317328,577442,44
2026-06-23T13:23:16.317415,577443,43
2026-06-23T13:23:16.317477,577444,43
2026-06-23T13:23:16.317537,577445,44
2026-06-23T13:23:16.317595,577446,44
2026-06-23T13:23:16.317654,577447,43
2026-06-23T13:23:16.317712,577448,43
2026-06-23T13:23:16.317782,577449,43
2026-06-23T13:23:16.317842,577450,43
2026-06-23T13:23:16.317901,577451,42
2026-06-23T13:23:16.327640,577452,43
2026-06-23T13:23:16.327722,577453,43
2026-06-23T13:23:16.327865,577454,44
2026-06-23T13:23:16.327970,577455,43
2026-06-23T13:23:16.328074,577456,43
2026-06-23T13:23:16.328157,577457,43
2026-06-23T13:23:16.328234,577458,43
2026-06-23T13:23:16.328309,577459,43
2026-06-23T13:23:16.328385,577459,43
2026-06-23T13:23:16.328460,577460,42
2026-06-23T13:23:16.328588,577461,43
2026-06-23T13:23:16.338069,577462,42
2026-06-23T13:23:16.338184,577463,43
2026-06-23T13:23:16.338250,577464,43
2026-06-23T13:23:16.338314,577465,43
2026-06-23T13:23:16.338376,577466,43
2026-06-23T13:23:16.338437,577467,44
2026-06-23T13:23:16.338497,577468,44
2026-06-23T13:23:16.338557,577469,43
2026-06-23T13:23:16.338616,577470,43
2026-06-23T13:23:16.338677,577471,43
2026-06-23T13:23:16.348447,577472,43
2026-06-23T13:23:16.348657,577473,44
2026-06-23T13:23:16.348740,577474,44
2026-06-23T13:23:16.348819,577475,44
2026-06-23T13:23:16.348970,577476,44
2026-06-23T13:23:16.349062,577477,44
2026-06-23T13:23:16.349121,577478,44
2026-06-23T13:23:16.349175,577479,44
2026-06-23T13:23:16.349231,577480,44
2026-06-23T13:23:16.349285,577480,45
2026-06-23T13:23:16.349340,577481,45
2026-06-23T13:23:16.358806,577482,44
2026-06-23T13:23:16.358890,577483,45
2026-06-23T13:23:16.358940,577484,45
2026-06-23T13:23:16.358989,577485,46
2026-06-23T13:23:16.359035,577486,46
2026-06-23T13:23:16.359082,577487,46
2026-06-23T13:23:16.359128,577488,46
2026-06-23T13:23:16.359198,577489,46
2026-06-23T13:23:16.359262,577490,46
2026-06-23T13:23:16.359312,577491,45
2026-06-23T13:23:16.359363,577492,45
2026-06-23T13:23:16.369248,577493,45
2026-06-23T13:23:16.369334,577494,45
2026-06-23T13:23:16.369380,577495,46
2026-06-23T13:23:16.369445,577496,46
2026-06-23T13:23:16.369505,577497,46
2026-06-23T13:23:16.369550,577498,46
2026-06-23T13:23:16.369594,577499,46
2026-06-23T13:23:16.369636,577500,46
2026-06-23T13:23:16.369677,577501,46
2026-06-23T13:23:16.369718,577501,46
2026-06-23T13:23:16.369761,577502,46
2026-06-23T13:23:16.379675,577503,46
2026-06-23T13:23:16.379746,577504,46
2026-06-23T13:23:16.379785,577505,46
2026-06-23T13:23:16.379824,577506,46
2026-06-23T13:23:16.379863,577507,46
2026-06-23T13:23:16.379902,577508,46
2026-06-23T13:23:16.379940,577509,46
2026-06-23T13:23:16.379978,577510,46
2026-06-23T13:23:16.380014,577511,47
2026-06-23T13:23:16.380052,577512,47
2026-06-23T13:23:16.380088,577513,47
2026-06-23T13:23:16.390111,577514,47
2026-06-23T13:23:16.390181,577515,47
2026-06-23T13:23:16.390218,577516,47
2026-06-23T13:23:16.390253,577517,47
2026-06-23T13:23:16.390287,577518,47
2026-06-23T13:23:16.390320,577519,47
2026-06-23T13:23:16.390355,577520,47
2026-06-23T13:23:16.390388,577521,47
2026-06-23T13:23:16.390421,577522,47
2026-06-23T13:23:16.390455,577523,47
2026-06-23T13:23:16.390490,577523,47
2026-06-23T13:23:16.400556,577524,47
2026-06-23T13:23:16.400702,577525,47
2026-06-23T13:23:16.400798,577526,46
2026-06-23T13:23:16.400929,577527,46
2026-06-23T13:23:16.400973,577528,46
2026-06-23T13:23:16.401006,577529,47
2026-06-23T13:23:16.401035,577530,47
2026-06-23T13:23:16.401065,577531,48
2026-06-23T13:23:16.401094,577532,48
2026-06-23T13:23:16.401122,577533,48
2026-06-23T13:23:16.401150,577534,48
2026-06-23T13:23:16.410989,577535,47
2026-06-23T13:23:16.411039,577536,47
2026-06-23T13:23:16.411091,577537,46
2026-06-23T13:23:16.411128,577538,46
2026-06-23T13:23:16.411159,577539,46
2026-06-23T13:23:16.411203,577540,46
2026-06-23T13:23:16.411234,577541,46
2026-06-23T13:23:16.411264,577542,47
2026-06-23T13:23:16.411293,577543,46
2026-06-23T13:23:16.411323,577544,47
2026-06-23T13:23:16.411352,577544,46
2026-06-23T13:23:16.421465,577545,46
2026-06-23T13:23:16.421516,577546,45
2026-06-23T13:23:16.421548,577547,46
2026-06-23T13:23:16.421578,577548,46
2026-06-23T13:23:16.421608,577549,45
2026-06-23T13:23:16.421638,577550,45
2026-06-23T13:23:16.421669,577551,45
2026-06-23T13:23:16.421700,577552,45
2026-06-23T13:23:16.421730,577553,45
2026-06-23T13:23:16.421761,577554,45
2026-06-23T13:23:16.421790,577555,46
2026-06-23T13:23:16.431956,577556,46
2026-06-23T13:23:16.432003,577557,46
2026-06-23T13:23:16.432035,577558,46
2026-06-23T13:23:16.432067,577559,46
2026-06-23T13:23:16.432099,577560,46
2026-06-23T13:23:16.432130,577561,46
2026-06-23T13:23:16.432162,577562,46
2026-06-23T13:23:16.432194,577563,46
2026-06-23T13:23:16.432225,577564,46
2026-06-23T13:23:16.432257,577565,46
2026-06-23T13:23:16.432289,577566,46
2026-06-23T13:23:16.442383,577566,46
2026-06-23T13:23:16.442445,577567,47
2026-06-23T13:23:16.442500,577568,47
2026-06-23T13:23:16.442561,577569,47
2026-06-23T13:23:16.442610,577570,47
2026-06-23T13:23:16.442648,577571,47
2026-06-23T13:23:16.442684,577572,47
2026-06-23T13:23:16.442718,577573,47
2026-06-23T13:23:16.442754,577574,48
2026-06-23T13:23:16.442788,577575,48
2026-06-23T13:23:16.442822,577576,48
