datetime,arduino_millis,voltage
2026-06-23T13:18:26.889018,288571,119
2026-06-23T13:18:26.889051,288572,121
2026-06-23T13:18:26.889078,288573,121
2026-06-23T13:18:26.889106,288574,122
2026-06-23T13:18:26.889133,288575,124
2026-06-23T13:18:26.889160,288576,125
2026-06-23T13:18:26.889187,288577,130
2026-06-23T13:18:26.889225,288578,134
2026-06-23T13:18:26.889253,288579,134
2026-06-23T13:18:26.899434,288580,136
2026-06-23T13:18:26.899593,288582,142
2026-06-23T13:18:26.899695,288583,147
2026-06-23T13:18:26.899792,288584,149
2026-06-23T13:18:26.899887,288585,147
2026-06-23T13:18:26.899982,288586,148
2026-06-23T13:18:26.900078,288587,152
2026-06-23T13:18:26.900172,288588,155
2026-06-23T13:18:26.900266,288589,155
2026-06-23T13:18:26.900360,288590,154
2026-06-23T13:18:26.909869,288591,152
2026-06-23T13:18:26.910008,288592,150
2026-06-23T13:18:26.910091,288593,152
2026-06-23T13:18:26.910170,288594,161
2026-06-23T13:18:26.910256,288595,172
2026-06-23T13:18:26.910336,288596,178
2026-06-23T13:18:26.910415,288597,177
2026-06-23T13:18:26.910494,288598,177
2026-06-23T13:18:26.910572,288599,178
2026-06-23T13:18:26.910696,288600,177
2026-06-23T13:18:26.920337,288601,175
2026-06-23T13:18:26.920536,288602,174
2026-06-23T13:18:26.920593,288603,172
2026-06-23T13:18:26.920623,288604,170
2026-06-23T13:18:26.920651,288605,168
2026-06-23T13:18:26.920679,288607,165
2026-06-23T13:18:26.920707,288608,162
2026-06-23T13:18:26.920734,288609,160
2026-06-23T13:18:26.920762,288610,158
2026-06-23T13:18:26.920790,288611,156
2026-06-23T13:18:26.930867,288612,154
2026-06-23T13:18:26.931006,288613,151
2026-06-23T13:18:26.931089,288614,149
2026-06-23T13:18:26.931169,288615,147
2026-06-23T13:18:26.931249,288616,144
2026-06-23T13:18:26.931328,288617,141
2026-06-23T13:18:26.931405,288618,139
2026-06-23T13:18:26.931482,288619,136
2026-06-23T13:18:26.931560,288620,134
2026-06-23T13:18:26.931637,288621,132
2026-06-23T13:18:26.941201,288622,130
2026-06-23T13:18:26.941249,288623,129
2026-06-23T13:18:26.941279,288624,129
2026-06-23T13:18:26.941306,288625,128
2026-06-23T13:18:26.941334,288626,127
2026-06-23T13:18:26.941361,288627,126
2026-06-23T13:18:26.941388,288628,127
2026-06-23T13:18:26.941415,288629,129
2026-06-23T13:18:26.941442,288630,129
2026-06-23T13:18:26.941469,288632,129
2026-06-23T13:18:26.951663,288633,131
2026-06-23T13:18:26.951807,288634,132
2026-06-23T13:18:26.951891,288635,134
2026-06-23T13:18:26.951971,288636,133
2026-06-23T13:18:26.952063,288637,135
2026-06-23T13:18:26.952209,288638,139
2026-06-23T13:18:26.952271,288639,142
2026-06-23T13:18:26.952307,288640,142
2026-06-23T13:18:26.952336,288641,140
2026-06-23T13:18:26.952364,288642,142
2026-06-23T13:18:26.962051,288643,143
2026-06-23T13:18:26.962182,288644,148
2026-06-23T13:18:26.962262,288645,157
2026-06-23T13:18:26.962340,288646,163
2026-06-23T13:18:26.962418,288647,162
2026-06-23T13:18:26.962496,288648,164
2026-06-23T13:18:26.962573,288649,174
2026-06-23T13:18:26.962650,288650,186
2026-06-23T13:18:26.962727,288651,193
2026-06-23T13:18:26.962804,288652,200
2026-06-23T13:18:26.972513,288653,211
2026-06-23T13:18:26.972569,288654,216
2026-06-23T13:18:26.972600,288655,218
2026-06-23T13:18:26.972629,288657,240
2026-06-23T13:18:26.972657,288658,261
2026-06-23T13:18:26.972685,288659,275
2026-06-23T13:18:26.972712,288660,288
2026-06-23T13:18:26.972739,288661,296
2026-06-23T13:18:26.972766,288662,294
2026-06-23T13:18:26.972793,288663,300
2026-06-23T13:18:26.983001,288664,304
2026-06-23T13:18:26.983169,288665,304
2026-06-23T13:18:26.983273,288666,303
2026-06-23T13:18:26.983370,288667,301
2026-06-23T13:18:26.983466,288668,295
2026-06-23T13:18:26.983562,288669,292
2026-06-23T13:18:26.983657,288670,289
2026-06-23T13:18:26.983758,288671,285
2026-06-23T13:18:26.983853,288672,279
2026-06-23T13:18:26.983946,288673,277
2026-06-23T13:18:26.993452,288674,277
2026-06-23T13:18:26.993579,288675,274
2026-06-23T13:18:26.993659,288676,269
2026-06-23T13:18:26.993741,288677,265
2026-06-23T13:18:26.993820,288678,263
2026-06-23T13:18:26.993899,288679,260
2026-06-23T13:18:26.993975,288681,257
2026-06-23T13:18:26.994050,288682,255
2026-06-23T13:18:26.994126,288683,252
2026-06-23T13:18:26.994201,288684,248
2026-06-23T13:18:27.003919,288685,245
2026-06-23T13:18:27.003981,288686,242
2026-06-23T13:18:27.004011,288687,239
2026-06-23T13:18:27.004057,288688,236
2026-06-23T13:18:27.004086,288689,231
2026-06-23T13:18:27.004113,288690,227
2026-06-23T13:18:27.004140,288691,223
2026-06-23T13:18:27.004167,288692,219
2026-06-23T13:18:27.004194,288693,215
2026-06-23T13:18:27.004221,288694,211
2026-06-23T13:18:27.014313,288695,207
2026-06-23T13:18:27.014493,288696,203
2026-06-23T13:18:27.014602,288697,199
2026-06-23T13:18:27.014700,288698,195
2026-06-23T13:18:27.014796,288699,192
2026-06-23T13:18:27.014891,288700,190
2026-06-23T13:18:27.014986,288701,190
2026-06-23T13:18:27.015080,288702,193
2026-06-23T13:18:27.015331,288703,192
2026-06-23T13:18:27.015448,288704,189
2026-06-23T13:18:27.024752,288706,188
2026-06-23T13:18:27.024814,288707,188
2026-06-23T13:18:27.024844,288708,190
2026-06-23T13:18:27.024872,288709,191
